name,height_cm,weight_kg,reach_cm,stance,dob,splm,str_acc,sapm,str_def,td_avg,td_avg_acc,td_def,sub_avg,wins,losses,draws
Rony Jason,170.18,65.77,185.42,Orthodox,1984-03-21,2.04,44.0,3.14,53.0,0.59,30.0,36.0,0.8,14.0,7.0,0.0
Rony Sefo,175.26,102.06,,Orthodox,,,,,,,,,,,,
Ronys Torres,170.18,70.31,,Orthodox,1975-08-13,0.87,26.0,1.93,57.0,4.0,47.0,16.0,0.5,35.0,5.0,0.0
Roosevelt Roberts,187.96,70.31,185.42,Orthodox,1994-02-11,2.84,43.0,3.1,52.0,1.18,26.0,50.0,0.7,12.0,6.0,0.0
Roque Conceicao,,56.7,,Orthodox,1999-10-27,,,,,,,,,,,
Roque Martinez,177.8,113.4,182.88,Orthodox,1986-03-04,3.28,53.0,4.9,56.0,0.38,50.0,53.0,0.4,15.0,8.0,2.0
Rory MacDonald,182.88,77.11,193.04,Orthodox,1989-07-22,3.75,42.0,2.8,62.0,1.77,47.0,88.0,0.4,19.0,4.0,0.0
Rory Markham,182.88,77.11,180.34,Orthodox,1982-03-25,1.98,21.0,10.27,45.0,0.0,0.0,0.0,0.0,17.0,6.0,0.0
Rory Singer,187.96,83.91,195.58,Orthodox,1976-05-28,2.55,39.0,2.42,63.0,0.39,25.0,64.0,0.8,11.0,9.0,0.0
Rose Conceicao,139.7,52.16,165.1,Orthodox,1997-05-13,,,,,,,,,,,
Rose Namajunas,165.1,56.7,165.1,Orthodox,1992-06-29,3.6,41.0,3.38,63.0,1.49,50.0,62.0,0.4,15.0,7.0,0.0
Roshan Mainam,,61.23,,,,,,,,,,,,,,
Roshaun Jones,172.72,61.23,,,,,,,,,,,,,,
Rosi Sexton,160.02,61.23,,Orthodox,1977-07-16,3.31,39.0,7.42,41.0,0.75,10.0,80.0,0.0,13.0,5.0,0.0
Ross Ebanez,175.26,69.85,,Southpaw,1975-05-18,,,,,,,,,,,
Ross Pearson,172.72,70.31,175.26,Orthodox,1984-09-26,3.68,40.0,4.09,62.0,0.74,35.0,75.0,0.0,20.0,16.0,0.0
Ross Pointon,172.72,77.11,,Orthodox,1980-02-18,2.62,23.0,2.77,58.0,1.19,100.0,0.0,0.0,6.0,17.0,0.0
Rostem Akman,177.8,77.11,182.88,Switch,1991-12-19,1.8,25.0,3.97,57.0,1.0,40.0,87.0,0.0,6.0,2.0,0.0
Rousimar Palhares,172.72,77.11,180.34,Orthodox,1980-02-26,1.75,51.0,2.04,59.0,3.93,45.0,0.0,4.1,19.0,8.0,0.0
Roxanne Modafferi,170.18,56.7,175.26,Orthodox,1982-09-24,3.35,30.0,5.7,51.0,1.35,23.0,30.0,0.1,25.0,21.0,0.0
Roy Boughton,182.88,92.99,,,,,,,,,,,,,,
Roy Jones,,92.99,,,1983-10-26,,,,,,,,,,,
Roy Nelson,182.88,119.29,185.42,Orthodox,1976-06-20,2.18,36.0,4.79,46.0,1.14,27.0,65.0,0.1,22.0,14.0,0.0
Roybert Echeverria,165.1,56.7,170.18,Switch,1995-08-21,,,,,,,,,,,
Royce Alger,177.8,90.26,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
Royce Gracie,185.42,79.38,,Southpaw,1966-12-12,0.88,41.0,1.13,37.0,0.0,0.0,66.0,0.8,15.0,2.0,3.0
Royler Gracie,172.72,68.04,,Southpaw,1965-12-06,,,,,,,,,,,
Royston Wee,170.18,61.23,170.18,Orthodox,1986-11-15,1.1,60.0,2.45,49.0,3.38,81.0,0.0,0.0,4.0,1.0,0.0
Ruan Potts,187.96,112.04,190.5,Orthodox,1978-02-23,0.85,37.0,5.92,22.0,0.75,16.0,33.0,2.3,11.0,6.0,0.0
Ruben Villareal,193.04,120.2,,Orthodox,1970-05-01,,,,,,,,,,,
Rubens Xavier,190.5,99.79,,Orthodox,,,,,,,,,,,,
Rubin Williams,185.42,83.91,,Orthodox,1976-04-09,,,,,,,,,,,
Rudy Bears,180.34,77.11,,Southpaw,,,,,,,,,,,,
Rudyard Moncayo,177.8,88.45,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Ruel Panales,165.1,56.7,170.18,Southpaw,1996-12-07,,,,,,,,,,,
Rui Imura,177.8,61.23,175.26,Southpaw,1999-03-24,,,,,,,,,,,
Rulon Gardner,190.5,120.2,,Orthodox,1971-08-16,,,,,,,,,,,
Ruslan Magomedov,190.5,109.77,198.12,Orthodox,1986-11-26,4.02,47.0,1.47,66.0,0.33,100.0,88.0,0.0,14.0,1.0,0.0
Russell Doane,170.18,61.23,177.8,Orthodox,1986-08-13,1.75,40.0,1.68,53.0,2.11,45.0,52.0,0.8,15.0,8.0,0.0
Russell Patrick,175.26,65.77,,,,,,,,,,,,,,
Rustam Khabilov,172.72,70.31,185.42,Orthodox,1986-11-04,1.98,34.0,2.16,65.0,3.95,41.0,61.0,0.1,24.0,4.0,0.0
Ryan Bader,187.96,92.99,187.96,Orthodox,1983-06-07,2.82,43.0,1.39,71.0,3.37,44.0,80.0,0.4,23.0,5.0,0.0
Ryan Bastianelli,165.1,61.23,,,,,,,,,,,,,,
Ryan Benoit,165.1,56.7,172.72,Orthodox,1989-08-25,2.88,39.0,3.65,58.0,0.28,22.0,72.0,0.4,10.0,8.0,0.0
Ryan Couture,177.8,70.31,185.42,Orthodox,1982-08-27,3.54,45.0,2.87,54.0,1.55,29.0,46.0,1.3,11.0,5.0,0.0
Ryan Diaz,,65.77,,,,,,,,,,,,,,
Ryan Gandra,185.42,83.91,187.96,Orthodox,1995-05-08,,,,,,,,,,,
Ryan Gracie,175.26,90.72,,Orthodox,1974-08-14,,,,,,,,,,,
Ryan Hall,177.8,65.77,177.8,Southpaw,1985-02-22,2.38,50.0,1.33,65.0,0.22,9.0,0.0,2.2,9.0,2.0,0.0
Ryan Hayes,,,,,,,,,,,,,,,,
Ryan Healy,185.42,70.31,,Orthodox,1983-07-20,,,,,,,,,,,
Ryan Janes,190.5,83.91,193.04,Orthodox,1981-08-22,7.69,48.0,5.53,59.0,0.35,100.0,58.0,0.0,10.0,3.0,0.0
Ryan Jensen,185.42,83.91,193.04,Orthodox,1977-09-20,2.84,39.0,2.99,59.0,1.55,50.0,31.0,1.9,21.0,8.0,0.0
Ryan Jimmo,185.42,92.99,185.42,Orthodox,1981-11-27,3.12,66.0,2.77,46.0,0.45,28.0,87.0,0.0,19.0,5.0,0.0
Ryan Keenan,177.8,77.11,,,1985-06-15,,,,,,,,,,,
Ryan LaFlare,185.42,77.11,187.96,Southpaw,1983-10-01,2.89,40.0,1.86,63.0,2.13,44.0,58.0,0.2,14.0,3.0,0.0
Ryan Larson,,77.11,,,1980-12-30,,,,,,,,,,,
Ryan Loder,187.96,83.91,193.04,Southpaw,1991-06-05,5.76,71.0,2.51,50.0,1.57,14.0,100.0,1.6,8.0,2.0,0.0
Ryan MacDonald,180.34,61.23,180.34,Switch,1993-03-18,2.28,29.0,6.49,45.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0
Ryan Madigan,182.88,77.11,,Orthodox,,0.0,0.0,3.35,47.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0
Ryan McGillivray,180.34,77.11,,,1986-09-27,1.27,20.0,2.2,52.0,0.0,0.0,44.0,0.0,12.0,0.0,1.0
Ryan McGivern,182.88,83.91,,Orthodox,1980-01-17,,,,,,,,,,,
Ryan Parker,190.5,106.59,,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ryan Quinn,172.72,65.77,,,,,,,,,,,,,,
Ryan Roberts,167.64,70.31,,Orthodox,1978-07-16,0.0,0.0,22.5,45.0,0.0,0.0,0.0,0.0,21.0,12.0,1.0
Ryan Spann,195.58,92.99,200.66,Orthodox,1991-08-24,3.19,39.0,4.14,43.0,1.3,34.0,52.0,1.8,23.0,11.0,0.0
Ryan Stonitsch,175.26,77.11,,Southpaw,1977-02-03,,,,,,,,,,,
Ryan Thomas,182.88,77.11,,Orthodox,1984-11-05,2.01,36.0,4.17,30.0,5.59,33.0,0.0,2.2,20.0,8.0,0.0
Ryan Tobar,,70.31,,,,,,,,,,,,,,
Ryo Chonan,175.26,77.11,177.8,Orthodox,1976-10-08,2.57,43.0,2.25,60.0,0.61,41.0,39.0,0.3,22.0,13.0,0.0
Ryo Kawamura,180.34,92.99,,Orthodox,1981-06-29,,,,,,,,,,,
Ryo Tajima,,61.23,,,1999-08-14,,,,,,,,,,,
Ryoga Arimoto,,56.7,,,1998-12-07,,,,,,,,,,,
Ryuho Miyaguchi,,61.23,,,1998-01-27,,,,,,,,,,,
Ryuichi Murata,172.72,83.01,,Orthodox,,,,,,,,,,,,
Ryuki Ueyama,180.34,81.65,,Southpaw,1976-04-17,,,,,,,,,,,
Ryuta Sakurai,170.18,83.01,,Orthodox,,,,,,,,,,,,
Saad Awad,180.34,70.31,,,1983-06-07,,,,,,,,,,,
Sabah Homasi,182.88,77.11,182.88,Orthodox,1988-10-19,4.98,48.0,6.91,47.0,2.8,50.0,66.0,0.0,11.0,8.0,0.0
Sabina Mazo,170.18,56.7,177.8,Orthodox,1997-03-25,6.1,43.0,4.35,57.0,0.65,80.0,59.0,0.2,9.0,4.0,0.0
Saeed Hosseini,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sage Northcutt,182.88,77.11,180.34,Orthodox,1996-03-01,3.58,52.0,1.96,58.0,1.81,34.0,41.0,0.6,11.0,2.0,0.0
Sai Wang,182.88,77.11,,Southpaw,1986-01-14,3.17,46.0,2.27,53.0,0.0,0.0,77.0,0.0,20.0,6.0,1.0
Said Nurmagomedov,172.72,61.23,177.8,Orthodox,1992-04-05,3.08,48.0,2.05,55.0,0.86,15.0,63.0,1.1,18.0,5.0,0.0
Saidyokub Kakhramonov,172.72,61.23,175.26,Orthodox,1995-11-14,2.05,51.0,0.88,58.0,6.63,48.0,83.0,1.9,10.0,3.0,0.0
Saimon Oliveira,162.56,61.23,182.88,Orthodox,1991-04-21,2.67,40.0,4.13,46.0,1.07,25.0,38.0,1.4,18.0,6.0,0.0
Sako Chivitchian,180.34,70.31,,Orthodox,1984-03-11,2.4,27.0,4.8,46.0,0.0,0.0,100.0,0.0,8.0,1.0,0.0
Salim Touahri,177.8,77.11,182.88,Orthodox,1989-09-28,2.6,46.0,2.87,58.0,0.0,0.0,83.0,0.0,10.0,4.0,0.0
Salvador Becerra,175.26,70.31,,,,,,,,,,,,,,
Salvador Woods,180.34,77.11,,,1985-02-05,,,,,,,,,,,
Sam Adkins,190.5,102.06,,Orthodox,1965-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,20.0,2.0
Sam Alvey,187.96,83.91,190.5,Southpaw,1986-05-06,3.28,44.0,3.63,52.0,0.06,14.0,82.0,0.1,33.0,18.0,1.0
Sam Fulton,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Sam Greco,187.96,92.99,,Orthodox,1967-05-03,,,,,,,,,,,
Sam Hoger,187.96,92.99,,Orthodox,1980-06-28,1.07,25.0,2.25,57.0,1.12,38.0,29.0,1.3,10.0,4.0,0.0
Sam Hughes,165.1,52.16,162.56,Orthodox,1992-06-28,4.34,46.0,4.44,58.0,1.23,35.0,60.0,0.2,11.0,6.0,0.0
Sam Liera,,,,,,,,,,,,,,,,
Sam Oropeza,187.96,77.11,,,,,,,,,,,,,,
Sam Patterson,190.5,77.11,198.12,Orthodox,1996-04-30,3.89,43.0,3.93,49.0,1.39,100.0,33.0,2.8,14.0,2.0,1.0
Sam Sicilia,172.72,65.77,170.18,Orthodox,1986-02-01,2.46,33.0,3.55,59.0,1.45,43.0,70.0,0.9,15.0,8.0,0.0
Sam Spengler,180.34,83.91,,Orthodox,,,,,,,,,,,,
Sam Stout,175.26,70.31,177.8,Orthodox,1984-04-23,4.17,28.0,4.08,57.0,0.63,38.0,77.0,0.1,20.0,12.0,1.0
Sam Watford,,70.31,,,,,,,,,,,,,,
Samandar Murodov,185.42,77.11,190.5,Orthodox,1999-08-28,,,,,,,,,,,
Sammy Morgan,177.8,77.11,,Orthodox,1981-09-28,1.05,22.0,3.74,40.0,1.43,20.0,0.0,0.5,18.0,12.0,0.0
Samuel Sanches,177.8,70.31,187.96,Orthodox,2003-01-28,,,,,,,,,,,
Samuel Silva,182.88,70.31,182.88,Orthodox,1996-01-02,,,,,,,,,,,
Samy Schiavo,172.72,70.31,,Orthodox,1975-12-24,1.68,34.0,2.62,38.0,0.94,50.0,66.0,0.9,10.0,6.0,0.0
Sanae Kikuta,175.26,90.72,,Orthodox,1971-09-10,0.7,45.0,0.9,52.0,1.6,63.0,25.0,1.8,31.0,9.0,3.0
Sandra Lavado,170.18,52.16,167.64,Orthodox,1994-05-03,,,,,,,,,,,
Sanford Alton Meeks,195.58,120.2,190.5,Orthodox,1994-04-05,,,,,,,,,,,
SangHoon Yoo,182.88,77.11,187.96,Orthodox,1990-01-18,,,,,,,,,,,
SangWon Kim,175.26,65.77,175.26,Orthodox,1993-09-01,,,,,,,,,,,
Sangwook Kim,182.88,70.31,180.34,Orthodox,1993-10-17,,,,,,,,,,,
Santiago Luna,175.26,61.23,187.96,Orthodox,2004-08-06,,,,,,,,,,,
Santiago Ponzinibbio,182.88,77.11,185.42,Orthodox,1986-09-26,4.78,41.0,4.68,61.0,0.6,27.0,71.0,0.0,31.0,9.0,0.0
Santo Curatolo,160.02,56.7,157.48,Southpaw,1995-01-18,,,,,,,,,,,
Saparbeg Safarov,185.42,83.91,198.12,Orthodox,1986-10-14,4.03,48.0,2.96,47.0,2.52,41.0,33.0,0.0,9.0,3.0,0.0
Sara McMann,167.64,61.23,167.64,Orthodox,1980-09-24,2.26,46.0,1.92,47.0,4.38,65.0,50.0,0.5,13.0,6.0,0.0
Sarah Alpar,162.56,61.23,160.02,Southpaw,1991-06-01,2.36,44.0,6.06,38.0,1.61,26.0,20.0,0.4,9.0,6.0,0.0
Sarah D'alelio,170.18,65.77,,,1980-12-13,,,,,,,,,,,
Sarah Frota,167.64,56.7,175.26,Southpaw,1987-04-14,4.52,52.0,2.57,55.0,0.0,0.0,53.0,0.0,9.0,2.0,0.0
Sarah Kaufman,165.1,61.23,167.64,Orthodox,1985-09-20,6.65,46.0,4.0,62.0,0.38,57.0,81.0,0.0,18.0,4.0,0.0
Sarah Moras,170.18,61.23,170.18,Orthodox,1988-04-30,2.28,34.0,3.58,50.0,0.67,21.0,33.0,0.8,6.0,8.0,0.0
Sarah Payant,162.56,52.16,,,,,,,,,,,,,,
Sasha Palatnikov,185.42,77.11,182.88,Switch,1989-03-15,6.69,53.0,5.44,52.0,0.72,100.0,70.0,0.0,6.0,4.0,0.0
Satoru Kitaoka,167.64,69.85,,,1980-02-04,,,,,,,,,,,
Satoshi Honma,185.42,92.99,,Orthodox,1968-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,3.0
Satoshi Ishii,180.34,108.86,,Orthodox,1986-12-19,,,,,,,,,,,
Saul Elizondo,170.18,61.23,,,1985-07-17,,,,,,,,,,,
Saygid Izagakhmaev,,77.11,,,1994-09-03,,,,,,,,,,,
Scott Adams,182.88,102.06,,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0
Scott Askham,190.5,83.91,190.5,Southpaw,1988-05-20,3.03,46.0,3.52,52.0,0.44,18.0,65.0,0.7,14.0,4.0,0.0
Scott Baker,182.88,95.25,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Scott Bessac,193.04,111.13,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0
Scott Bills,177.8,77.11,,,,,,,,,,,,,,
Scott Carson,187.96,97.52,,,,,,,,,,,,,,
Scott Ettling,,61.23,,,,,,,,,,,,,,
Scott Ferrozzo,180.34,146.51,,Orthodox,1965-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0
Scott Fiedler,193.04,106.59,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Scott Graham,193.04,83.91,,Orthodox,,,,,,,,,,,,
Scott Harper,182.88,83.91,,Orthodox,1972-04-14,,,,,,,,,,,
Scott Holtzman,175.26,70.31,175.26,Orthodox,1983-09-30,4.32,47.0,3.66,55.0,1.88,56.0,67.0,0.2,14.0,6.0,0.0
Scott Jorgensen,165.1,61.23,167.64,Orthodox,1982-09-17,3.37,40.0,3.41,65.0,2.61,45.0,59.0,0.7,15.0,12.0,0.0
Scott Junk,185.42,120.2,,Orthodox,1978-12-17,5.13,60.0,1.81,45.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0
Scott Lighty,187.96,92.99,,,1978-10-15,,,,,,,,,,,
Scott McAfee,172.72,70.31,,Orthodox,1983-08-23,,,,,,,,,,,
Scott McDonald,,,,,,,,,,,,,,,,
Scott Morris,177.8,95.25,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Scott Norton,177.8,77.11,,Orthodox,1973-03-15,,,,,,,,,,,
Scott Shaffer,170.18,65.77,,Orthodox,,,,,,,,,,,,
Scott Smith,182.88,83.91,177.8,Orthodox,1979-05-21,1.9,27.0,5.87,50.0,0.12,6.0,58.0,0.5,18.0,11.0,0.0
Scott Ventimiglia,180.34,83.91,,,1972-11-17,,,,,,,,,,,
Sean Alvarez,182.88,106.59,,Orthodox,1971-07-14,0.89,37.0,3.25,47.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0
Sean Bassett,,70.31,,,,,,,,,,,,,,
Sean Brady,177.8,77.11,182.88,Orthodox,1992-11-23,4.0,55.0,2.94,59.0,3.62,54.0,86.0,0.9,18.0,1.0,0.0
Sean Daugherty,182.88,79.38,,,1975-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Sean Gannon,190.5,120.2,,Southpaw,,0.0,0.0,6.38,28.0,0.0,0.0,50.0,0.0,2.0,1.0,0.0
Sean Gauci,165.1,56.7,162.56,Switch,1996-10-07,,,,,,,,,,,
Sean Holden,177.8,77.11,,,1984-09-17,,,,,,,,,,,
Sean Lally,182.88,77.11,,Orthodox,1990-11-04,,,,,,,,,,,
Sean Loeffler,190.5,83.91,,Orthodox,1982-05-23,,,,,,,,,,,
Sean McCorkle,200.66,120.2,205.74,Orthodox,1976-07-17,0.85,44.0,2.48,52.0,2.12,40.0,33.0,4.2,17.0,7.0,0.0
Sean O'Connell,185.42,92.99,187.96,Orthodox,1983-09-02,5.46,48.0,6.77,45.0,0.0,0.0,30.0,0.5,17.0,9.0,0.0
Sean O'Haire,195.58,122.47,,Orthodox,1971-02-25,,,,,,,,,,,
Sean O'Malley,180.34,61.23,182.88,Switch,1994-10-24,6.3,61.0,3.48,60.0,0.27,42.0,61.0,0.3,18.0,3.0,0.0
Sean Pierson,182.88,77.11,193.04,Southpaw,1976-03-10,3.84,39.0,3.73,64.0,0.39,18.0,66.0,0.4,14.0,6.0,0.0
Sean Salmon,177.8,83.91,,Southpaw,1977-09-11,1.49,33.0,2.03,65.0,4.06,50.0,0.0,0.0,18.0,21.0,0.0
Sean Santella,165.1,56.7,,,1984-10-25,,,,,,,,,,,
Sean Sharaf,190.5,114.31,195.58,Orthodox,1993-07-11,7.31,44.0,9.79,44.0,2.07,12.0,0.0,0.0,4.0,1.0,0.0
Sean Sherk,167.64,70.31,170.18,Orthodox,1973-08-05,2.17,35.0,2.71,55.0,4.09,46.0,56.0,0.4,36.0,4.0,1.0
Sean Soriano,175.26,65.77,177.8,Orthodox,1989-10-06,3.18,61.0,2.14,56.0,1.33,55.0,52.0,0.0,14.0,8.0,0.0
Sean Spencer,177.8,77.11,187.96,Orthodox,1987-06-25,4.24,32.0,4.02,60.0,0.14,33.0,68.0,0.0,12.0,6.0,0.0
Sean Strickland,185.42,83.91,193.04,Orthodox,1991-02-27,5.95,42.0,4.57,60.0,0.73,64.0,76.0,0.2,29.0,7.0,0.0
Sean Wilson,172.72,65.77,,,1982-10-20,,,,,,,,,,,
Sean Woodson,187.96,65.77,198.12,Orthodox,1992-06-07,5.57,46.0,4.18,58.0,0.58,55.0,84.0,0.3,13.0,2.0,1.0
Sebastian Szalay,167.64,65.77,167.64,Orthodox,1994-02-03,,,,,,,,,,,
Sedriques Dumas,187.96,83.91,200.66,Orthodox,1995-08-06,2.1,45.0,2.5,55.0,1.25,35.0,40.0,0.2,10.0,3.0,0.0
Seichi Ikemoto,180.34,76.2,,Orthodox,1975-08-24,,,,,,,,,,,
Semmy Schilt,208.28,120.2,,Orthodox,1973-10-27,1.2,50.0,1.31,53.0,0.0,0.0,47.0,1.1,26.0,14.0,1.0
Seo Hee Ham,157.48,52.16,157.48,Southpaw,1987-03-08,4.2,39.0,5.15,61.0,0.0,0.0,66.0,0.2,17.0,8.0,0.0
Seokhyeon Ko,177.8,77.11,180.34,Southpaw,1993-09-24,2.9,52.0,2.0,59.0,4.0,53.0,75.0,0.5,12.0,2.0,0.0
SeongChan Hong,170.18,70.31,175.26,Orthodox,1989-11-28,,,,,,,,,,,
Sergei Kharitonov,182.88,111.13,,Orthodox,1980-08-18,,,,,,,,,,,
Sergei Pavlovich,190.5,116.57,213.36,Southpaw,1992-05-13,4.43,44.0,3.62,55.0,0.48,25.0,75.0,0.0,20.0,3.0,0.0
Sergey Ignatov,175.26,95.25,,Orthodox,,,,,,,,,,,,
Sergey Khandozhko,185.42,77.11,187.96,Orthodox,1992-05-19,3.41,41.0,2.37,60.0,0.76,28.0,61.0,0.0,28.0,6.0,1.0
Sergey Morozov,167.64,61.23,170.18,Orthodox,1989-06-14,3.01,43.0,2.97,61.0,3.63,31.0,68.0,0.0,19.0,5.0,0.0
Serghei Spivac,190.5,117.93,198.12,Orthodox,1995-01-24,3.45,48.0,4.25,50.0,4.21,62.0,63.0,0.5,17.0,6.0,0.0
Sergio Gomez,167.64,70.31,,Orthodox,1982-04-29,,,,,,,,,,,
Sergio Moraes,182.88,77.11,182.88,Orthodox,1982-07-23,2.42,42.0,3.73,59.0,1.2,38.0,75.0,0.4,14.0,6.0,1.0
Sergio Pettis,167.64,56.7,175.26,Orthodox,1993-08-18,3.88,37.0,2.91,65.0,0.85,40.0,67.0,0.4,18.0,5.0,0.0
Serhiy Sidey,180.34,61.23,182.88,Switch,1996-07-04,4.49,39.0,4.26,54.0,1.58,25.0,20.0,1.3,12.0,2.0,0.0
Seth Baczynski,190.5,77.11,190.5,Orthodox,1981-10-26,3.08,31.0,3.14,51.0,0.89,16.0,48.0,0.8,20.0,14.0,0.0
Seth Dikun,177.8,61.23,175.26,Orthodox,1980-08-05,,,,,,,,,,,
Seth Kleinbeck,187.96,83.91,,,1973-07-25,,,,,,,,,,,
Seth Petruzelli,182.88,92.99,193.04,Orthodox,1979-12-03,2.17,41.0,2.08,55.0,0.46,50.0,47.0,2.3,14.0,8.0,0.0
SeungGuk Choi,167.64,56.7,162.56,Orthodox,1996-12-26,2.69,42.0,2.69,65.0,1.02,27.0,74.0,0.0,7.0,3.0,0.0
SeungWoo Choi,182.88,65.77,187.96,Orthodox,1992-11-03,3.56,38.0,3.16,47.0,0.83,54.0,70.0,0.0,11.0,8.0,0.0
Shah Kamali,,120.2,,,1998-10-25,,,,,,,,,,,
Shaheen Santana,185.42,70.31,190.5,Orthodox,1991-06-04,,,,,,,,,,,
Shamar Bailey,175.26,70.31,190.5,Southpaw,1982-09-22,1.56,20.0,3.91,69.0,1.5,33.0,37.0,0.0,16.0,11.0,0.0
Shamil Abdurakhimov,190.5,106.59,193.04,Orthodox,1981-09-02,2.41,44.0,3.02,55.0,1.01,23.0,45.0,0.1,20.0,8.0,0.0
Shamil Gamzatov,187.96,92.99,193.04,Orthodox,1990-08-09,5.35,48.0,3.46,51.0,0.0,0.0,50.0,0.0,14.0,1.0,0.0
Shamil Gaziev,193.04,120.2,198.12,Orthodox,1990-02-10,2.57,48.0,3.87,44.0,0.96,30.0,83.0,0.3,14.0,1.0,0.0
Shana Dobson,167.64,56.7,175.26,Orthodox,1989-03-30,3.34,37.0,5.2,50.0,0.84,50.0,14.0,0.0,4.0,5.0,0.0
Shana Olsen,170.18,65.77,,,1980-12-17,,,,,,,,,,,
Shane Burgos,180.34,65.77,190.5,Orthodox,1991-03-19,7.4,52.0,6.78,56.0,0.43,44.0,91.0,0.4,15.0,3.0,0.0
Shane Campbell,182.88,70.31,180.34,Orthodox,1987-01-21,3.99,59.0,3.19,55.0,1.36,28.0,82.0,0.0,14.0,6.0,0.0
Shane Carwin,187.96,120.2,203.2,Orthodox,1975-01-04,4.38,47.0,3.53,53.0,1.42,33.0,42.0,0.0,12.0,2.0,0.0
Shane Howell,172.72,56.7,,Orthodox,1983-11-28,1.27,32.0,2.55,42.0,0.0,0.0,20.0,0.0,13.0,10.0,0.0
Shane Nelson,175.26,70.31,177.8,Southpaw,1984-11-29,1.38,31.0,2.84,61.0,1.31,18.0,54.0,1.6,16.0,7.0,0.0
Shane Primm,190.5,92.99,,Orthodox,1984-07-30,0.83,26.0,2.25,62.0,1.78,20.0,0.0,0.0,5.0,5.0,0.0
Shane Roller,177.8,70.31,182.88,Orthodox,1979-07-14,2.04,34.0,2.65,60.0,2.46,33.0,42.0,1.9,11.0,7.0,0.0
Shane Young,172.72,65.77,182.88,Orthodox,1993-07-31,5.19,40.0,5.46,52.0,0.63,18.0,64.0,0.0,13.0,8.0,0.0
Shane del Rosario,193.04,113.4,,Southpaw,1983-09-23,3.93,60.0,2.97,54.0,1.2,40.0,16.0,2.4,11.0,2.0,0.0
Shanelle Dyer,167.64,52.16,165.1,Orthodox,2001-04-23,,,,,,,,,,,
Shang Zhifa,170.18,56.7,160.02,Orthodox,1986-03-15,,,,,,,,,,,
Shanna Young,170.18,56.7,165.1,Orthodox,1991-02-20,3.18,47.0,4.88,43.0,0.0,0.0,53.0,0.6,9.0,6.0,0.0
Shannon Clark,165.1,56.7,162.56,Orthodox,1992-07-07,,,,,,,,,,,
Shannon Gugerty,177.8,70.31,180.34,Orthodox,1981-12-30,1.25,39.0,1.88,58.0,2.13,27.0,50.0,3.4,15.0,7.0,0.0
Shannon Ritch,175.26,86.18,,Orthodox,1970-09-27,,,,,,,,,,,
Shannon Ross,167.64,56.7,167.64,Switch,1989-05-12,5.96,39.0,7.39,55.0,0.0,0.0,100.0,0.0,13.0,9.0,0.0
Shaqueme Rock,,70.31,,,1993-11-05,,,,,,,,,,,
Shara Magomedov,187.96,83.91,185.42,Orthodox,1994-05-16,5.93,62.0,3.85,43.0,0.0,0.0,71.0,0.0,16.0,1.0,0.0
Shaun Etchell,170.18,56.7,172.72,Switch,1993-08-05,,,,,,,,,,,
Shauna Bannon,165.1,52.16,165.1,Switch,1993-10-23,4.32,43.0,3.75,45.0,0.0,0.0,40.0,0.7,7.0,2.0,0.0
Shavkat Rakhmonov,185.42,77.11,195.58,Orthodox,1994-10-23,3.25,60.0,2.17,51.0,1.4,25.0,85.0,1.2,19.0,0.0,0.0
Shawn Bunch,165.1,61.23,,,1983-03-19,,,,,,,,,,,
Shawn Jordan,182.88,117.93,190.5,Southpaw,1984-10-21,2.87,50.0,3.3,47.0,1.97,38.0,76.0,0.1,19.0,8.0,0.0
Shawn Teed,195.58,120.2,,Orthodox,1992-02-13,,,,,,,,,,,
Shayilan Nuerdanbieke,172.72,65.77,175.26,Orthodox,1994-05-04,1.95,45.0,2.64,50.0,3.3,35.0,28.0,0.2,39.0,12.0,0.0
